"spkid","full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
2020429," 20429 (1998 YN1)",1.556,0.4643,6.30,61.75,147.61,0.834,2.28,1.94,8437,0,591,,,17.75
2020460," 20460 Robwhiteley (1999 LO28)",1.877,0.4120,33.94,280.08,283.62,1.103,2.65,2.57,24591,0,1731,,,15.31
2020790," 20790 (2000 SE45)",2.749,0.5574,8.32,302.97,168.97,1.217,4.28,4.56,9877,0,873,,,16.38
2020826," 20826 (2000 UV13)",2.422,0.6346,31.93,347.33,198.58,0.885,3.96,3.77,24926,0,2001,,,13.84
2021088," 21088 Chelyabinsk (1992 BL2)",1.706,0.2387,38.46,297.84,27.17,1.299,2.11,2.23,11423,0,3522,,,14.31
2021277," 21277 (1996 TO5)",2.377,0.5205,20.95,167.38,250.12,1.140,3.61,3.67,11510,0,717,,,16.12
2021374," 21374 (1997 WS22)",1.269,0.1206,23.98,59.21,197.21,1.116,1.42,1.43,17084,0,1352,1,0,17.45
2022099," 22099 (2000 EX106)",1.104,0.2763,9.85,136.46,186.59,0.799,1.41,1.16,10316,0,1067,,,17.98
2022753," 22753 (1998 WT)",1.219,0.5698,3.20,307.41,324.77,0.524,1.91,1.35,24257,0,1119,6,2,17.69
2022771," 22771 (1999 CU3)",1.576,0.5241,11.40,338.95,305.80,0.750,2.40,1.98,8414,0,2443,5,1,16.95
2023183," 23183 (2000 OY21)",1.824,0.4009,40.98,119.65,301.46,1.093,2.56,2.46,9880,0,1227,,,16.05
2023187," 23187 (2000 PN9)",1.847,0.5894,51.33,164.31,293.55,0.758,2.93,2.51,11315,0,2086,6,2,16.01
2023548," 23548 (1994 EF2)",2.29,0.5175,23.44,345.87,124.31,1.105,3.48,3.47,10082,0,247,,,17.09
2023606," 23606 (1996 AS1)",1.75,0.3610,14.36,296.64,357.57,1.118,2.38,2.32,13375,0,241,,,18.27
2023714," 23714 (1998 EC3)",2.128,0.5165,8.40,127.85,128.97,1.029,3.23,3.1,8713,0,588,,,16.81
2024443," 24443 (2000 OG)",2.311,0.8222,25.75,178.12,231.17,0.411,4.21,3.51,10536,0,611,,,16.41
2024445," 24445 (2000 PM8)",2.21,0.5457,23.78,203.16,219.07,1.004,3.42,3.29,11014,0,1510,,,14.69
2024475," 24475 (2000 VN2)",1.975,0.4418,14.63,76.46,32.65,1.103,2.85,2.78,6873,0,768,,,16.30
2024761," 24761 Ahau (1993 BW2)",1.335,0.3058,21.92,121.06,287.51,0.927,1.74,1.54,10387,0,816,,,17.28
2025143," 25143 Itokawa (1998 SF36)",1.324,0.2801,1.62,69.08,162.80,0.953,1.70,1.52,8588,0,951,19,18,19.00
2025330," 25330 (1999 KV4)",1.54,0.3709,14.33,50.55,86.11,0.969,2.11,1.91,15501,0,1350,,,16.78
2025916," 25916 (2001 CP44)",2.562,0.4980,15.74,94.68,199.77,1.286,3.84,4.1,17916,0,2509,,,13.76
2026166," 26166 (1995 QN3)",3.3,0.6446,14.79,185.71,62.90,1.173,5.43,5.99,24177,0,381,,,16.86
2026310," 26310 (1998 TX6)",2.141,0.4687,5.38,210.86,98.89,1.137,3.14,3.13,25359,0,123,,,19.01
2026379," 26379 (1999 HZ1)",1.606,0.5761,8.68,252.11,200.60,0.681,2.53,2.04,5788,1,69,,,18.00
2026663," 26663 (2000 XK47)",1.546,0.4722,13.54,303.67,231.13,0.816,2.28,1.92,17434,0,364,2,2,18.27
2026760," 26760 (2001 KP41)",2.851,0.5580,11.02,146.25,155.19,1.260,4.44,4.81,9419,0,1488,,,15.33
2026817," 26817 (1987 QB)",2.802,0.5946,3.50,153.19,156.56,1.136,4.47,4.69,12226,0,108,,,19.02
2027002," 27002 (1998 DV9)",1.744,0.4339,8.70,130.37,0.79,0.987,2.50,2.3,8501,0,492,,,18.23
2027031," 27031 (1998 RO4)",2.14,0.4251,5.35,191.86,111.82,1.230,3.05,3.13,25336,0,408,,,17.89
2027346," 27346 (2000 DN8)",1.875,0.3990,36.95,135.21,269.26,1.127,2.62,2.57,15645,0,883,,,15.83
2029075," 29075 (1950 DA)",1.698,0.5080,12.17,356.65,224.67,0.836,2.56,2.21,26216,0,935,8,4,17.28
2030825," 30825 (1990 TG1)",2.436,0.6809,8.74,205.02,33.70,0.777,4.09,3.8,11398,0,1797,1,1,14.70
2030997," 30997 (1995 UO5)",1.56,0.6433,36.21,38.66,151.08,0.556,2.56,1.95,9204,0,235,,,17.05
2031210," 31210 (1998 BX7)",2.604,0.5024,8.96,144.92,271.39,1.296,3.91,4.2,24000,0,804,,,16.39
2031221," 31221 (1998 BP26)",1.723,0.2569,20.22,331.04,186.77,1.281,2.17,2.26,8640,0,1025,,,17.21
2031345," 31345 (1998 PG)",2.015,0.3913,6.50,222.71,156.15,1.227,2.80,2.86,15828,0,1383,,,17.61
2031346," 31346 (1998 PB1)",2.029,0.4300,5.96,299.73,350.53,1.157,2.90,2.89,8527,0,626,,,17.16
2031662," 31662 (1999 HP11)",1.597,0.5481,18.82,13.95,312.02,0.722,2.47,2.02,6576,0,64,,,19.39
2031669," 31669 (1999 JT6)",2.136,0.5782,9.54,78.82,39.10,0.901,3.37,3.12,9184,0,734,,,15.87
2032906," 32906 (1994 RH)",2.248,0.4399,18.94,331.18,92.30,1.259,3.24,3.37,13725,0,1772,,,15.92
2033342," 33342 (1998 WT24)",0.7188,0.4176,7.37,81.67,167.54,0.419,1.02,0.609,8489,0,1838,16,1,18.02
2034613," 34613 (2000 UR13)",2.069,0.3874,6.18,315.28,286.18,1.267,2.87,2.98,32104,0,1065,,,16.11
2035107," 35107 (1991 VH)",1.137,0.1443,13.91,139.35,206.94,0.973,1.30,1.21,10717,0,3917,3,0,16.76
2035396," 35396 (1997 XF11)",1.442,0.4839,4.10,213.67,103.03,0.744,2.14,1.73,11697,0,2022,5,1,17.04
2035432," 35432 (1998 BG9)",2.502,0.5450,13.14,115.33,1.62,1.139,3.87,3.96,8861,0,294,,,19.39
2035670," 35670 (1998 SU27)",2.122,0.5962,7.14,271.35,169.85,0.857,3.39,3.09,1238,0,119,,,19.30
2036017," 36017 (1999 ND43)",1.523,0.3143,5.55,332.08,52.09,1.045,2.00,1.88,7938,0,955,,,19.17
2036183," 36183 (1999 TX16)",1.551,0.3324,38.22,54.65,311.18,1.036,2.07,1.93,8858,0,1030,,,16.31
2036236," 36236 (1999 VV)",1.333,0.4237,58.03,241.07,19.78,0.768,1.90,1.54,15053,0,876,,,15.89
2036284," 36284 (2000 DM8)",1.484,0.5537,46.77,323.16,317.96,0.662,2.31,1.81,8093,0,1898,,,15.03
2037336," 37336 (2001 RM)",2.253,0.4837,36.67,223.65,118.00,1.163,3.34,3.38,16293,0,1245,,,15.76
2037638," 37638 (1993 VB)",1.91,0.5195,5.08,145.60,323.13,0.918,2.90,2.64,7835,0,97,,,19.30
2037655," 37655 Illapa (1994 PM)",1.478,0.7522,18.03,139.55,303.88,0.366,2.59,1.8,9863,0,634,1,1,17.81
2038071," 38071 (1999 GU3)",2.089,0.5073,12.74,195.49,8.82,1.029,3.15,3.02,7617,0,464,6,5,19.48
2038086," 38086 Beowulf (1999 JB)",1.42,0.5663,23.67,165.33,178.95,0.616,2.22,1.69,10918,0,860,,,17.34
2038091," 38091 (1999 JT3)",2.17,0.4011,9.33,64.83,225.14,1.299,3.04,3.2,14827,0,717,,,16.16
2038239," 38239 (1999 OR3)",2.035,0.5756,9.44,199.95,28.08,0.864,3.21,2.9,7108,0,183,,,18.20
2039565," 39565 (1992 SL)",1.642,0.3344,8.60,0.96,344.77,1.093,2.19,2.1,25713,0,380,,,18.43
2039572," 39572 (1993 DQ1)",2.037,0.4922,10.02,313.55,344.84,1.035,3.04,2.91,10595,0,795,,,16.56
2039796," 39796 (1997 TD)",2.25,0.4682,12.92,158.95,170.97,1.197,3.30,3.38,12683,0,868,,,15.84
2040263," 40263 (1999 FQ5)",1.495,0.1612,25.85,172.81,198.69,1.254,1.74,1.83,12167,0,629,,,17.71
2040267," 40267 (1999 GJ4)",1.339,0.8085,34.50,148.23,211.93,0.256,2.42,1.55,24504,0,2924,,,15.58
2040329," 40329 (1999 ML)",2.267,0.4545,2.52,210.92,112.04,1.236,3.30,3.41,8285,0,585,,,17.80
2041429," 41429 (2000 GE2)",1.593,0.5553,2.17,351.93,297.23,0.708,2.48,2.01,8748,0,364,,,20.66
2041440," 41440 (2000 HZ23)",1.576,0.2112,15.11,64.05,200.06,1.243,1.91,1.98,8209,0,176,,,19.80
2042286," 42286 (2001 TN41)",1.419,0.3918,24.07,55.84,150.89,0.863,1.98,1.69,17033,0,849,,,16.68
2048603," 48603 (1995 BC2)",1.918,0.4296,5.03,328.25,81.77,1.094,2.74,2.66,12993,0,526,,,17.83
2052340," 52340 (1992 SY)",2.213,0.5474,8.08,5.26,116.29,1.002,3.43,3.29,13230,0,672,,,17.80
2052381," 52381 (1993 HA)",1.278,0.1441,7.73,183.26,263.91,1.094,1.46,1.45,9540,0,383,,,20.07
2052387," 52387 Huitzilopochtli (1993 OM7)",1.282,0.1897,24.15,297.58,195.57,1.039,1.53,1.45,10365,0,1017,2,1,17.70
2052689," 52689 (1998 FF2)",1.562,0.2922,10.98,4.68,265.15,1.105,2.02,1.95,8333,0,292,,,18.79
2052750," 52750 (1998 KK17)",1.427,0.5249,11.17,141.32,334.16,0.678,2.18,1.7,10767,0,1305,,,16.57
2052760," 52760 (1998 ML14)",2.409,0.6236,2.43,338.72,20.29,0.907,3.91,3.74,8657,0,643,11,7,17.51
2052761," 52761 (1998 MN14)",1.555,0.2241,19.48,258.99,350.46,1.206,1.90,1.94,8267,0,373,,,17.84
2052762," 52762 (1998 MT24)",2.418,0.6518,33.87,309.13,254.38,0.842,3.99,3.76,24894,0,771,,,14.82
2052768," 52768 (1998 OR2)",2.382,0.5743,5.87,26.94,174.55,1.014,3.75,3.68,12569,0,5387,3,0,16.00
2053110," 53110 (1999 AR7)",1.644,0.2145,40.62,85.43,58.26,1.292,2.00,2.11,8321,0,1209,,,16.72
2053319," 53319 (1999 JM8)",2.724,0.6417,13.84,133.62,166.84,0.976,4.47,4.5,11332,0,1367,8,10,15.25
2053409," 53409 (1999 LU7)",2.101,0.6283,10.87,206.70,147.74,0.781,3.42,3.05,7620,0,117,,,18.68
2053426," 53426 (1999 SL5)",1.923,0.5385,22.77,239.09,43.34,0.887,2.96,2.67,8156,0,770,,,17.27
2053429," 53429 (1999 TF5)",2.023,0.6398,26.78,199.21,64.08,0.729,3.32,2.88,1123,0,79,,,18.90
2053430," 53430 (1999 TY16)",2.099,0.4034,60.40,241.92,156.94,1.252,2.95,3.04,7787,0,890,,,16.63
2053435," 53435 (1999 VM40)",2.312,0.4828,15.34,51.35,354.45,1.196,3.43,3.51,17423,0,2677,,,14.74
2053550," 53550 (2000 BF19)",1.495,0.4195,7.18,313.22,324.91,0.868,2.12,1.83,11112,0,262,,,19.15
2053789," 53789 (2000 ED104)",1.371,0.2692,40.79,190.02,218.32,1.002,1.74,1.6,24289,0,896,,,17.33
2054071," 54071 (2000 GQ146)",1.329,0.1975,23.44,36.35,128.25,1.067,1.59,1.53,11785,0,731,,,17.23
2054401," 54401 (2000 LM)",1.711,0.2623,18.95,240.85,67.10,1.262,2.16,2.24,11821,0,1041,,,17.23
2054509," 54509 YORP (2000 PH5)",1.006,0.2300,1.60,278.22,278.94,0.775,1.24,1.01,1826,0,550,4,1,22.70
2054660," 54660 (2000 UJ1)",1.477,0.2808,46.69,223.71,158.01,1.062,1.89,1.79,7223,0,393,0,3,17.86
2054686," 54686 (2001 DU8)",1.777,0.3416,33.21,161.70,265.88,1.170,2.38,2.37,12186,0,987,,,16.59
2054690," 54690 (2001 EB)",1.63,0.2567,35.36,33.52,99.62,1.211,2.05,2.08,25240,0,393,,,17.52
2054789," 54789 (2001 MZ7)",1.776,0.2877,24.47,130.08,20.03,1.265,2.29,2.37,15891,0,3408,,,15.11
2055408," 55408 (2001 TC2)",1.1,0.2246,30.39,193.83,353.52,0.853,1.35,1.15,14180,0,255,,,18.80
2055532," 55532 (2001 WG2)",1.795,0.6954,38.51,81.47,132.34,0.547,3.04,2.4,24741,0,672,,,16.05
2065674," 65674 (1988 SM)",1.665,0.3440,10.95,0.87,313.29,1.092,2.24,2.15,12231,0,333,,,18.27
2065679," 65679 (1989 UQ)",0.9148,0.2646,1.30,178.10,15.00,0.673,1.16,0.875,23014,0,726,,,19.46
2065690," 65690 (1991 DG)",1.428,0.3630,11.14,180.12,63.32,0.909,1.95,1.71,10862,0,1137,,,19.07
2065706," 65706 (1992 NA)",2.396,0.5559,9.64,349.19,8.71,1.064,3.73,3.71,10542,0,657,,,16.50
2065717," 65717 (1993 BX3)",1.395,0.2810,2.81,174.76,290.95,1.003,1.79,1.65,10452,0,1231,2,1,20.75
2065733," 65733 (1993 PC)",1.154,0.4743,4.15,336.95,168.65,0.607,1.70,1.24,10157,0,742,,,18.37
2065803," 65803 Didymos (1996 GT)",1.644,0.3838,3.41,73.20,319.32,1.013,2.28,2.11,9066,0,1046,5,0,18.07
2065909," 65909 (1998 FH12)",1.091,0.5397,3.56,108.61,284.48,0.502,1.68,1.14,8801,0,507,8,2,19.32
2065996," 65996 (1998 MX5)",2.938,0.6044,9.55,265.28,57.16,1.162,4.71,5.04,9269,0,939,,,18.41
2066008," 66008 (1998 QH2)",1.426,0.3627,61.01,168.93,13.96,0.909,1.94,1.7,8905,0,1318,,,16.02
2066063," 66063 (1998 RO1)",0.991,0.7201,22.69,351.85,151.16,0.277,1.70,0.986,9064,0,1321,4,0,17.85
2066146," 66146 (1998 TU3)",0.7874,0.4838,5.41,102.00,84.84,0.406,1.17,0.699,14333,0,1628,,,14.46
2066251," 66251 (1999 GJ2)",1.536,0.1979,11.28,196.20,142.51,1.232,1.84,1.9,13694,0,1669,,,17.08
2066253," 66253 (1999 GT3)",1.334,0.8377,19.50,157.38,261.09,0.216,2.45,1.54,8421,0,386,,,18.40
2066272," 66272 (1999 JW6)",1.507,0.1433,51.31,66.39,68.44,1.291,1.72,1.85,8073,0,616,,,17.15
2066391," 66391 Moshup (1999 KW4)",0.6424,0.6884,38.88,244.90,192.65,0.200,1.08,0.515,8486,0,3690,37,0,16.59
2066400," 66400 (1999 LT7)",0.8555,0.5724,9.07,79.83,341.36,0.366,1.35,0.791,12466,0,522,,,19.29
2066407," 66407 (1999 LQ28)",1.198,0.1200,21.77,95.00,320.51,1.055,1.34,1.31,14144,0,347,,,18.96
2066959," 66959 (1999 XO35)",2.54,0.5655,20.61,81.92,293.43,1.104,3.98,4.05,7357,0,626,,,16.62
2067367," 67367 (2000 LY27)",1.309,0.2126,9.02,264.52,184.83,1.030,1.59,1.5,16510,0,489,,,17.07
2067381," 67381 (2000 OL8)",1.321,0.5429,10.67,294.93,266.83,0.604,2.04,1.52,6240,0,216,,,19.80
2067399," 67399 (2000 PJ6)",1.301,0.3463,14.69,332.88,225.26,0.851,1.75,1.48,25697,0,326,,,18.40
2068031," 68031 (2000 YK29)",1.376,0.1286,15.17,123.65,31.91,1.199,1.55,1.61,10630,0,904,,,18.13
2068063," 68063 (2000 YJ66)",2.333,0.4580,5.72,308.86,50.29,1.264,3.40,3.56,11878,0,2451,,,15.50
2068216," 68216 (2001 CV26)",1.32,0.3265,17.99,18.14,48.73,0.889,1.75,1.52,7756,0,2447,5,0,16.62
2068267," 68267 (2001 EA16)",1.51,0.4275,38.83,8.01,317.44,0.864,2.15,1.85,7366,0,419,3,1,16.85
2068278," 68278 (2001 FC7)",1.436,0.1145,2.62,99.11,234.49,1.271,1.60,1.72,8774,0,1013,,,18.41
2068346," 68346 (2001 KZ66)",1.507,0.4167,16.70,219.38,140.27,0.879,2.14,1.85,15109,0,933,1,1,16.80
2068347," 68347 (2001 KB67)",0.9622,0.3802,17.12,245.88,243.77,0.596,1.33,0.944,7444,0,614,6,2,19.88
2068348," 68348 (2001 LO7)",2.156,0.8407,25.34,236.22,181.64,0.343,3.97,3.16,24799,0,1297,,,14.27
2068350," 68350 (2001 MK3)",1.67,0.2474,29.57,128.86,328.57,1.257,2.08,2.16,24547,0,1923,,,16.02
2068359," 68359 (2001 OZ13)",1.517,0.1744,9.86,99.23,29.15,1.253,1.78,1.87,9645,0,1106,,,17.90
2068372," 68372 (2001 PM9)",1.618,0.4155,8.10,253.03,322.21,0.946,2.29,2.06,7076,0,347,,,18.76
2068548," 68548 (2001 XR31)",1.707,0.4367,22.72,302.05,24.71,0.961,2.45,2.23,10188,0,688,,,16.71
2068950," 68950 (2002 QF15)",1.057,0.3443,25.15,236.22,255.57,0.693,1.42,1.09,24191,0,2881,12,1,16.36
2069230," 69230 Hermes (1937 UB)",1.655,0.6242,6.07,34.10,92.88,0.622,2.69,2.13,30341,0,1205,3,3,17.51
2085182," 85182 (1991 AQ)",2.222,0.7767,3.12,339.60,243.00,0.496,3.95,3.31,11203,0,391,5,3,17.07
2085184," 85184 (1991 JG1)",1.374,0.1845,33.88,226.39,322.72,1.120,1.63,1.61,15582,0,826,,,18.44
2085236," 85236 (1993 KH)",1.234,0.3111,12.81,54.37,293.81,0.850,1.62,1.37,9749,0,752,1,0,18.70
2085275," 85275 (1994 LY)",1.891,0.4421,17.72,141.15,202.85,1.055,2.73,2.6,10188,0,3591,,,16.36
2085490," 85490 (1997 SE5)",3.762,0.6610,2.57,247.70,94.07,1.275,6.25,7.3,14555,0,868,,,14.82
2085585," 85585 Mjolnir (1998 FG2)",1.298,0.3563,4.08,2.31,95.44,0.835,1.76,1.48,2039,0,196,,,21.60
2085628," 85628 (1998 KV2)",1.593,0.3316,13.02,66.75,50.61,1.064,2.12,2.01,8743,0,2861,,,17.25
2085640," 85640 (1998 OX4)",1.58,0.4858,4.52,299.59,117.27,0.813,2.35,1.99,7584,0,274,,,21.10
2085709," 85709 (1998 SG36)",1.646,0.3377,24.84,186.58,29.75,1.090,2.20,2.11,8478,0,2539,,,15.87
2085713," 85713 (1998 SS49)",1.925,0.6388,10.77,41.05,103.00,0.695,3.16,2.67,8403,0,724,2,0,15.64
2085770," 85770 (1998 UP1)",0.998,0.3452,33.18,18.34,234.22,0.654,1.34,0.997,11368,0,460,,,20.42
2085774," 85774 (1998 UT18)",1.403,0.3289,13.59,64.63,50.17,0.942,1.86,1.66,11787,0,763,4,4,19.07
2085804," 85804 (1998 WQ5)",1.721,0.3544,27.66,285.75,269.74,1.111,2.33,2.26,11708,0,2069,,,15.43
2085818," 85818 (1998 XM4)",1.657,0.4163,62.71,235.65,301.25,0.967,2.35,2.13,10461,0,809,,,15.51
2085839," 85839 (1998 YO4)",1.654,0.2483,9.32,28.53,199.56,1.243,2.06,2.13,10449,0,1613,,,16.52
2085867," 85867 (1999 BY9)",1.83,0.3022,0.94,254.38,287.40,1.277,2.38,2.48,9243,0,690,,,18.10
2085938," 85938 (1999 DJ4)",1.853,0.4833,9.14,19.89,197.64,0.958,2.75,2.52,7395,0,627,1,0,18.60
2085953," 85953 (1999 FK21)",0.7388,0.7031,12.61,180.47,172.40,0.219,1.26,0.635,18578,0,1276,,,18.21
2085989," 85989 (1999 JD6)",0.8831,0.6328,17.06,130.17,309.24,0.324,1.44,0.83,10979,0,2964,11,4,17.06
2085990," 85990 (1999 JV6)",1.008,0.3112,5.36,124.31,235.54,0.695,1.32,1.01,8320,0,1157,15,0,20.27
2086039," 86039 (1999 NC43)",1.76,0.5787,7.13,311.65,120.77,0.741,2.78,2.33,8034,0,1506,,,15.96
2086067," 86067 (1999 RM28)",1.817,0.3232,30.55,136.06,301.86,1.230,2.40,2.45,11968,0,1145,,,16.46
2086324," 86324 (1999 WA2)",1.967,0.4345,34.60,293.68,75.28,1.112,2.82,2.76,8138,0,1687,,,15.74
2086326," 86326 (1999 WK13)",1.844,0.3627,34.31,78.45,312.54,1.175,2.51,2.5,15184,0,749,,,17.34
2086450," 86450 (2000 CK33)",0.968,0.4148,18.11,124.86,215.61,0.566,1.37,0.952,8124,0,1204,,,18.40
2086666," 86666 (2000 FL10)",1.463,0.4270,29.01,186.92,258.87,0.838,2.09,1.77,8002,0,1225,2,1,16.90
2086667," 86667 (2000 FO10)",0.8594,0.5946,14.29,208.33,172.46,0.348,1.37,0.797,12405,0,1598,,,17.56
2086819," 86819 (2000 GK137)",1.996,0.5058,10.06,164.89,150.31,0.987,3.01,2.82,10198,0,814,,,17.47
2086829," 86829 (2000 GR146)",1.463,0.5750,14.37,78.48,31.42,0.622,2.30,1.77,17213,0,1067,,,15.90
2086878," 86878 (2000 HD24)",1.342,0.6184,9.47,230.99,214.93,0.512,2.17,1.55,14004,0,625,,,17.66
2087024," 87024 (2000 JS66)",1.197,0.1898,14.43,230.51,84.92,0.970,1.42,1.31,15762,0,2009,1,0,18.67
2087025," 87025 (2000 JT66)",1.227,0.4836,25.32,120.50,359.62,0.633,1.82,1.36,7790,0,279,,,18.16
2087309," 87309 (2000 QP)",0.8475,0.4632,34.74,294.28,188.17,0.455,1.24,0.78,16926,0,901,,,17.59
2087311," 87311 (2000 QJ1)",1.59,0.5127,7.70,191.43,343.45,0.775,2.41,2.01,14366,0,1153,,,16.48
2087684," 87684 (2000 SY2)",0.8586,0.6427,19.23,162.03,47.78,0.307,1.41,0.796,16108,0,1425,,,16.09
2088188," 88188 (2000 XH44)",2.008,0.3916,11.37,340.20,195.03,1.222,2.79,2.85,10838,0,2653,,,16.06
2088213," 88213 (2001 AF2)",0.954,0.5953,17.81,114.26,194.99,0.386,1.52,0.932,6624,0,346,,,19.40
2088254," 88254 (2001 FM129)",1.182,0.6295,1.52,272.14,140.19,0.438,1.93,1.29,15752,0,783,1,1,17.71
2088263," 88263 (2001 KQ1)",2.097,0.4321,38.79,232.81,241.62,1.191,3.00,3.04,8706,0,2063,,,15.65
2088264," 88264 (2001 KN20)",2.148,0.4521,12.07,104.96,201.42,1.177,3.12,3.15,8495,0,704,,,17.05
2088710," 88710 (2001 SL9)",1.061,0.2702,21.90,202.84,329.33,0.775,1.35,1.09,22361,0,1016,,,17.60
2088959," 88959 (2001 TZ44)",1.723,0.5639,53.83,38.96,114.95,0.752,2.70,2.26,7342,0,440,,,17.36
2089136," 89136 (2001 US16)",1.356,0.2528,1.91,175.91,67.16,1.013,1.70,1.58,6969,0,1285,2,2,20.20
2089355," 89355 (2001 VS78)",1.787,0.3081,22.66,103.10,84.93,1.237,2.34,2.39,15772,0,2713,,,15.78
2089830," 89830 (2002 CE)",2.077,0.5072,43.66,19.90,5.80,1.024,3.13,2.99,14232,0,1345,,,14.98
2089958," 89958 (2002 LY45)",1.642,0.8863,9.91,188.17,222.92,0.187,3.10,2.1,7988,0,936,,,17.20
2089959," 89959 (2002 NT7)",1.735,0.5283,42.35,132.02,300.70,0.819,2.65,2.29,24472,0,1043,,,16.44
2090075," 90075 (2002 VU94)",2.134,0.5760,8.91,226.76,30.67,0.905,3.36,3.12,24253,0,2927,1,0,15.38
2090147," 90147 (2002 YK14)",1.474,0.3316,27.99,282.70,105.05,0.985,1.96,1.79,12428,0,801,,,18.31
2090367," 90367 (2003 LC5)",1.156,0.4263,16.88,86.83,313.83,0.663,1.65,1.24,13792,0,841,,,17.82
2090373," 90373 (2003 SZ219)",1.627,0.2046,9.87,189.41,218.70,1.294,1.96,2.08,8477,0,388,,,18.64
2090403," 90403 (2003 YE45)",1.234,0.2800,19.01,286.25,306.79,0.889,1.58,1.37,11694,0,1694,2,2,17.74
2090416," 90416 (2003 YK118)",1.695,0.4919,7.84,326.88,233.05,0.861,2.53,2.21,9897,0,894,2,0,18.60
2096189," 96189 Pygmalion (1991 NT3)",1.82,0.3076,13.99,287.23,293.09,1.260,2.38,2.46,13077,0,1020,,,16.44
2096315," 96315 (1997 AP10)",1.443,0.6433,6.65,293.05,356.28,0.515,2.37,1.73,8761,0,954,,,16.97
2096536," 96536 (1998 SO10)",2.298,0.7782,41.43,199.56,22.43,0.510,4.09,3.48,16444,0,560,,,15.49
2096590," 96590 (1998 XB)",0.9078,0.3511,13.60,75.71,202.72,0.589,1.23,0.865,11074,0,2512,8,7,16.34
2096631," 96631 (1999 FP59)",1.699,0.2595,1.77,19.67,303.79,1.258,2.14,2.21,12609,0,812,,,18.10
2096744," 96744 (1999 OW3)",2.092,0.7799,34.94,196.12,35.69,0.460,3.72,3.03,8177,0,1039,,,14.84
2097725," 97725 (2000 GB147)",1.798,0.3094,18.19,311.77,212.27,1.242,2.35,2.41,7468,0,236,,,18.72
2098943," 98943 (2001 CC21)",1.032,0.2191,4.81,75.57,179.40,0.806,1.26,1.05,14347,0,763,,,18.80
2099248," 99248 (2001 KY66)",1.866,0.5077,10.61,284.14,61.53,0.919,2.81,2.55,10902,0,1506,,,16.53
2099799," 99799 (2002 LJ3)",1.462,0.2758,7.56,122.36,249.89,1.059,1.87,1.77,11755,0,787,,,18.37
2099907," 99907 (1989 VA)",0.7284,0.5947,28.80,225.59,2.85,0.295,1.16,0.622,11648,0,991,,,17.93
2099935," 99935 (2002 AV4)",1.654,0.6450,12.77,16.34,322.99,0.587,2.72,2.13,24560,0,1695,,,16.15
2099942," 99942 Apophis (2004 MN4)",0.9227,0.1914,3.34,203.96,126.60,0.746,1.10,0.886,6267,0,7300,20,30,19.09
2100004,"100004 (1983 VA)",2.592,0.7020,15.69,76.30,13.73,0.772,4.41,4.17,14063,0,600,,,16.48
2100085,"100085 (1992 UY4)",2.651,0.6193,2.64,305.21,42.20,1.009,4.29,4.32,15622,0,628,13,0,17.80
2100756,"100756 (1998 FM5)",2.266,0.5543,11.57,176.52,312.09,1.010,3.52,3.41,12427,0,1353,,,16.33
2100926,"100926 (1998 MQ)",1.783,0.4077,24.24,221.09,138.79,1.056,2.51,2.38,15120,0,1230,1,2,16.65
2101869,"101869 (1999 MM)",1.624,0.6110,4.77,110.95,268.79,0.632,2.62,2.07,3167,0,201,,,19.20
2101873,"101873 (1999 NC5)",2.029,0.3933,45.79,128.80,295.24,1.231,2.83,2.89,14041,0,494,,,16.39
2101955,"101955 Bennu (1999 RQ36)",1.126,0.2037,6.03,2.06,66.22,0.897,1.36,1.2,7693,0,554,58,7,20.21
2102873,"102873 (1999 WK11)",2.132,0.4670,7.46,72.61,220.41,1.136,3.13,3.11,15036,0,321,,,17.49
2103067,"103067 (1999 XA143)",1.843,0.5815,38.55,116.63,104.00,0.771,2.92,2.5,9831,0,933,,,16.80
2105140,"105140 (2000 NL10)",0.9143,0.8171,32.53,237.32,281.65,0.167,1.66,0.874,25418,0,2406,,,15.74
2105141,"105141 (2000 NF11)",1.421,0.1890,14.82,123.73,115.88,1.152,1.69,1.69,15893,0,279,,,19.10
2106538,"106538 (2000 WK63)",2.423,0.7641,10.34,163.46,41.62,0.571,4.27,3.77,7645,0,1027,,,16.27
2106589,"106589 (2000 WN107)",2.149,0.6164,14.37,163.38,11.71,0.824,3.47,3.15,7626,0,1672,,,16.01
2108519,"108519 (2001 LF)",1.604,0.2709,16.39,267.28,343.85,1.169,2.04,2.03,11455,0,793,,,17.86
2108906,"108906 (2001 PL9)",1.235,0.3606,20.93,172.06,343.99,0.790,1.68,1.37,6954,0,578,,,17.85
2111253,"111253 (2001 XU10)",1.754,0.4397,42.03,310.16,6.96,0.983,2.52,2.32,7740,0,1141,,,15.20
2112221,"112221 (2002 KH4)",2.269,0.4449,58.73,230.10,356.28,1.260,3.28,3.42,9645,0,772,,,15.56
2112985,"112985 (2002 RS28)",2.22,0.4927,46.99,211.96,105.34,1.126,3.31,3.31,13498,0,1386,,,15.80
2115052,"115052 (2003 RD6)",1.669,0.3181,31.32,190.52,88.21,1.138,2.20,2.16,15747,0,1289,,,17.46
