"spkid","full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
2489885,"489885 (2008 HY37)",1.72,0.3546,35.14,26.07,1.66,1.110,2.33,2.26,4730,0,95,,,18.66
2489900,"489900 (2008 KP)",1.101,0.7896,59.85,62.45,345.00,0.232,1.97,1.15,4014,1,95,,,18.90
2490354,"490354 (2009 FF19)",1.213,0.4094,0.56,84.84,244.85,0.716,1.71,1.34,6114,0,135,,,21.40
2490581,"490581 (2009 WZ104)",0.8554,0.1927,9.83,263.26,10.55,0.691,1.02,0.791,4417,1,1177,0,1,19.96
2490636,"490636 (2010 DP)",1.766,0.3957,36.45,174.53,286.87,1.067,2.46,2.35,3150,0,125,,,18.60
2490684,"490684 (2010 LL34)",1.28,0.5546,22.72,120.27,270.97,0.570,1.99,1.45,6145,0,191,,,19.43
2490791,"490791 (2010 VE1)",1.995,0.3625,7.15,54.87,98.76,1.272,2.72,2.82,6223,0,88,,,19.80
2491007,"491007 (2011 GL62)",1.14,0.7069,15.69,189.84,244.40,0.334,1.95,1.22,8031,0,192,,,19.52
2491424,"491424 (2012 ET14)",1.681,0.5664,66.24,166.65,174.46,0.729,2.63,2.18,3661,1,93,,,17.60
2491565,"491565 (2012 QF49)",2.259,0.4926,28.25,30.68,30.64,1.146,3.37,3.39,6247,0,683,,,17.40
2491567,"491567 (2012 RG3)",1.575,0.5284,15.91,113.05,35.19,0.743,2.41,1.98,3259,0,439,,,18.13
2491842,"491842 (2013 AB53)",2.417,0.4871,5.47,163.97,229.43,1.240,3.59,3.76,5491,0,93,,,18.20
2492143,"492143 (2013 OE)",2.034,0.5090,9.78,230.01,220.21,0.999,3.07,2.9,10843,0,635,,,17.79
2492478,"492478 (2014 NB39)",1.675,0.6859,17.02,218.44,179.64,0.526,2.82,2.17,1006,1,83,,,19.70
2494658,"494658 (2000 UG11)",1.93,0.5714,8.91,223.91,240.87,0.827,3.03,2.68,6049,0,433,3,1,20.40
2494689,"494689 (2004 JR)",1.891,0.6460,45.47,209.50,139.58,0.669,3.11,2.6,6557,0,115,,,18.80
2494690,"494690 (2004 JQ1)",1.194,0.4500,32.83,77.07,272.65,0.656,1.73,1.3,6230,0,187,,,20.05
2494696,"494696 (2004 RN335)",2.21,0.4157,8.84,70.43,242.70,1.291,3.13,3.29,4630,0,62,,,19.50
2494697,"494697 (2004 SW55)",1.428,0.3338,8.79,75.14,352.82,0.951,1.90,1.71,6362,0,169,,,20.77
2494706,"494706 (2005 GL9)",2.142,0.8961,20.04,225.61,162.19,0.223,4.06,3.13,7290,0,643,,,16.69
2494710,"494710 (2005 MO13)",0.8634,0.4107,6.32,176.59,250.18,0.509,1.22,0.802,7293,1,304,,,20.80
2494713,"494713 (2005 OU2)",1.235,0.3733,47.78,127.35,310.15,0.774,1.70,1.37,4374,0,81,,,19.10
2494880,"494880 (2008 SQ7)",1.354,0.2978,16.57,184.91,272.47,0.951,1.76,1.58,4257,0,355,,,19.83
2494975,"494975 (2009 WO106)",1.374,0.3853,17.35,281.70,134.66,0.845,1.90,1.61,2970,0,121,,,19.20
2494999,"494999 (2010 JU39)",0.9191,0.5460,36.21,95.17,311.37,0.417,1.42,0.881,5868,0,167,2,1,19.70
2495021,"495021 (2010 SH15)",1.271,0.0331,4.05,0.90,96.51,1.229,1.31,1.43,2434,1,63,,,22.60
2495102,"495102 (2011 UU106)",1.826,0.4822,9.93,251.78,242.22,0.945,2.71,2.47,7330,0,370,,,18.75
2495168,"495168 (2012 HC34)",1.853,0.3925,36.32,45.14,275.05,1.126,2.58,2.52,7131,0,95,,,20.30
2495187,"495187 (2012 VO76)",1.204,0.2151,36.95,229.47,297.37,0.945,1.46,1.32,4399,0,130,,,20.99
2495222,"495222 (2013 GU38)",1.58,0.2732,17.86,206.88,66.01,1.148,2.01,1.99,2997,0,288,,,20.75
2495278,"495278 (2013 RD32)",2.708,0.5207,11.58,170.11,86.00,1.298,4.12,4.46,4659,1,61,,,18.40
2495316,"495316 (2014 GD45)",2.106,0.4691,7.23,24.50,239.13,1.118,3.09,3.06,3107,0,139,,,20.78
2495323,"495323 (2014 JG78)",1.323,0.5633,17.92,178.95,198.15,0.578,2.07,1.52,2510,0,189,,,19.70
2495331,"495331 (2014 KF91)",2.138,0.4253,6.99,233.02,34.48,1.229,3.05,3.13,3137,0,352,,,19.21
2495417,"495417 (2014 SO143)",2.169,0.4154,1.85,191.60,99.05,1.268,3.07,3.19,5947,0,80,,,19.70
2495511,"495511 (2014 UD206)",2.127,0.4293,6.48,19.92,302.24,1.214,3.04,3.1,2228,0,162,,,19.28
2495615,"495615 (2015 PQ291)",0.9825,0.2374,34.60,234.40,199.00,0.749,1.22,0.974,2455,0,1040,,,17.71
2495829,"495829 (1995 LG)",1.065,0.7906,43.57,276.44,160.13,0.223,1.91,1.1,8819,0,296,,,18.70
2495833,"495833 (2000 SB8)",2.277,0.4815,8.81,42.67,312.59,1.181,3.37,3.44,6128,0,183,,,18.90
2495848,"495848 (2002 QD7)",2.422,0.6474,11.63,197.94,197.12,0.854,3.99,3.77,7142,0,274,,,18.03
2495857,"495857 (2003 MT)",2.79,0.5605,25.16,258.19,44.45,1.226,4.35,4.66,5257,0,135,,,19.00
2495858,"495858 (2003 MJ4)",2.305,0.5619,5.31,77.48,271.72,1.010,3.60,3.5,5296,0,393,,,18.80
2495891,"495891 (2004 VS60)",2.178,0.4640,20.28,239.21,94.44,1.167,3.19,3.21,5906,0,225,,,18.40
2495930,"495930 (2006 AR2)",1.488,0.4179,29.97,278.18,287.47,0.866,2.11,1.82,4218,0,155,,,19.80
2495959,"495959 (2007 ML6)",2.234,0.4651,11.39,109.74,221.05,1.195,3.27,3.34,4688,0,273,,,18.64
2495960,"495960 (2007 MT20)",1.846,0.6134,16.64,226.35,148.64,0.714,2.98,2.51,3852,0,413,,,18.80
2496001,"496001 (2007 VR183)",2.689,0.6182,23.49,220.47,298.11,1.027,4.35,4.41,4869,0,321,,,17.50
2496005,"496005 (2007 XJ16)",2.258,0.5565,6.24,309.11,32.91,1.001,3.51,3.39,3662,0,465,,,19.10
2496013,"496013 (2008 EL6)",1.729,0.4800,13.14,177.68,38.32,0.899,2.56,2.27,3431,0,82,,,20.80
2496018,"496018 (2008 NU)",2.747,0.5309,10.72,289.82,19.74,1.289,4.21,4.55,4665,0,719,,,17.40
2496124,"496124 (2010 EK12)",2.257,0.4249,14.87,300.02,275.18,1.298,3.22,3.39,7736,0,171,,,17.82
2496174,"496174 (2011 CQ4)",2.001,0.5836,23.74,85.99,86.48,0.833,3.17,2.83,2334,0,210,,,18.40
2496230,"496230 (2012 CL2)",2.191,0.5033,36.03,146.71,285.30,1.088,3.29,3.24,1995,1,111,,,18.30
2496326,"496326 (2013 LB1)",2.606,0.5233,31.77,262.65,313.21,1.242,3.97,4.21,8971,0,215,,,17.53
2496327,"496327 (2013 MY6)",1.533,0.5030,52.23,124.98,9.83,0.762,2.30,1.9,6960,0,160,,,17.95
2496816,"496816 (1989 UP)",1.861,0.4721,3.86,53.17,17.81,0.982,2.74,2.54,10387,0,344,0,1,20.50
2496817,"496817 (1989 VB)",1.861,0.4603,2.19,37.84,330.89,1.005,2.72,2.54,10280,0,291,4,2,19.90
2496818,"496818 (1993 RA)",1.918,0.4164,5.60,171.66,265.41,1.119,2.72,2.66,10102,0,439,,,19.30
2496837,"496837 (1998 SB15)",1.226,0.1614,15.63,6.76,67.68,1.029,1.42,1.36,8352,0,347,,,20.86
2496860,"496860 (1999 XL136)",1.818,0.6479,8.91,270.33,275.04,0.640,3.00,2.45,8061,0,283,,,19.57
2496861,"496861 (2000 BE19)",1.869,0.5586,10.12,71.56,326.50,0.825,2.91,2.56,7041,0,317,,,18.00
2496869,"496869 (2000 QU7)",2.283,0.6469,22.32,339.17,87.71,0.806,3.76,3.45,8736,0,242,,,18.10
2496901,"496901 (2001 HB)",1.314,0.6938,9.28,195.83,237.98,0.402,2.23,1.51,7025,0,93,,,20.40
2496962,"496962 (2002 GP186)",1.285,0.3311,8.11,31.18,24.81,0.859,1.71,1.46,6979,0,109,,,20.20
2496981,"496981 (2002 RP28)",1.661,0.3905,8.00,163.36,250.69,1.013,2.31,2.14,5632,0,167,,,21.30
2497025,"497025 (2003 QW30)",1.053,0.3316,11.28,164.54,303.16,0.704,1.40,1.08,6138,0,122,,,20.49
2497094,"497094 (2004 AH)",1.996,0.4228,16.00,109.62,300.81,1.152,2.84,2.82,6264,0,320,,,18.91
2497096,"497096 (2004 BW1)",2.311,0.5214,4.30,76.65,295.03,1.106,3.52,3.51,5110,0,130,,,19.00
2497113,"497113 (2004 EK1)",1.25,0.2507,11.64,166.88,300.46,0.936,1.56,1.4,5174,0,200,,,22.20
2497117,"497117 (2004 FU4)",1.26,0.2638,23.25,31.57,46.30,0.928,1.59,1.41,6209,0,430,,,18.24
2497135,"497135 (2004 QD20)",2.172,0.6977,17.54,224.19,353.39,0.657,3.69,3.2,5895,0,220,,,18.11
2497174,"497174 (2004 TK10)",1.058,0.2988,24.60,205.30,347.71,0.742,1.37,1.09,5067,0,85,,,21.40
2497176,"497176 (2004 TQ13)",2.675,0.5172,10.47,233.18,163.27,1.292,4.06,4.38,4866,0,430,,,18.40
2497232,"497232 (2005 EF)",1.207,0.1663,18.59,350.73,269.47,1.006,1.41,1.33,6119,0,332,,,20.68
2497236,"497236 (2005 EJ94)",2.47,0.5396,7.16,327.76,286.13,1.137,3.80,3.88,4543,0,108,,,19.10
2497245,"497245 (2005 FH)",2.703,0.6513,35.13,143.61,318.25,0.943,4.46,4.44,4577,0,86,,,17.40
2497626,"497626 (2006 QT89)",1.482,0.4727,24.49,162.42,56.21,0.781,2.18,1.8,4033,0,79,,,20.10
2498066,"498066 (2007 RM133)",2.21,0.4399,10.74,106.11,181.00,1.238,3.18,3.29,4782,0,419,,,18.32
2498068,"498068 (2007 RT146)",1.836,0.4486,16.82,196.03,86.37,1.012,2.66,2.49,5504,0,84,,,18.87
2498125,"498125 (2007 TG15)",2.256,0.4731,4.59,282.18,136.68,1.189,3.32,3.39,3600,0,425,,,19.50
2498143,"498143 (2007 TR65)",1.154,0.5613,43.49,23.76,215.73,0.506,1.80,1.24,3686,0,196,,,18.90
2498441,"498441 (2008 AZ110)",2.651,0.5205,3.84,302.78,291.71,1.271,4.03,4.32,6176,0,140,,,18.33
2498548,"498548 (2008 GH110)",1.273,0.2809,29.24,205.89,248.67,0.915,1.63,1.44,4808,0,258,,,20.00
2498550,"498550 (2008 HV4)",1.426,0.2781,20.81,224.00,249.53,1.030,1.82,1.7,4454,0,270,,,19.65
2498918,"498918 (2009 BF)",1.828,0.3069,51.71,295.98,347.34,1.267,2.39,2.47,3647,0,107,,,18.70
2499307,"499307 (2009 WC52)",2.52,0.5552,7.16,178.64,149.26,1.121,3.92,4,4393,0,334,,,18.72
2499490,"499490 (2010 MW)",2.278,0.4711,21.35,246.29,105.56,1.205,3.35,3.44,2794,0,163,,,18.90
2499496,"499496 (2010 MR87)",1.734,0.3909,34.99,195.28,132.50,1.056,2.41,2.28,5881,0,239,,,19.40
2499582,"499582 (2010 TH19)",1.464,0.3101,6.82,254.22,201.50,1.010,1.92,1.77,3508,0,180,,,20.51
2499672,"499672 (2010 VK188)",2.355,0.4540,5.05,51.77,352.25,1.286,3.42,3.61,14738,0,147,,,18.60
2499986,"499986 (2011 NP)",1.592,0.1952,39.04,295.13,354.99,1.281,1.90,2.01,3666,0,199,,,19.93
2499998,"499998 (2011 PT)",1.315,0.2164,2.22,70.56,299.56,1.031,1.60,1.51,2300,0,205,,,23.90
2500080,"500080 (2011 WV134)",2.787,0.6783,6.04,157.71,25.71,0.896,4.68,4.65,5184,0,990,,,17.14
2500094,"500094 (2012 BC20)",1.374,0.2788,23.84,151.65,103.92,0.991,1.76,1.61,3168,0,1228,,,18.75
2500136,"500136 (2012 CO46)",1.321,0.1970,3.63,349.62,64.37,1.061,1.58,1.52,3112,0,124,,,22.70
2500749,"500749 (2013 AP60)",2.87,0.7502,21.89,251.05,49.23,0.717,5.02,4.86,3391,0,302,,,16.90
2500922,"500922 (2013 PE26)",1.553,0.6121,45.57,316.00,204.53,0.602,2.50,1.93,2955,1,113,,,17.81
2501243,"501243 (2013 VG13)",1.045,0.3547,7.80,156.57,24.73,0.674,1.42,1.07,6165,0,93,,,21.80
2501567,"501567 (2014 NF63)",2.05,0.4197,2.17,297.64,325.63,1.190,2.91,2.94,2358,0,81,,,21.00
2501647,"501647 (2014 SD224)",0.9782,0.3310,4.59,286.29,277.13,0.654,1.30,0.968,2327,0,250,4,1,22.36
2501878,"501878 (2014 WF365)",2.26,0.7633,17.89,165.75,15.13,0.535,3.98,3.4,5145,0,181,,,17.33
2501934,"501934 (2014 XT3)",2.258,0.4669,11.03,321.63,14.76,1.204,3.31,3.39,7302,0,73,,,17.92
2503274,"503274 (2015 QE9)",1.593,0.2483,11.37,135.93,321.99,1.197,1.99,2.01,3691,0,120,,,19.45
2503277,"503277 (2015 RT83)",1.662,0.3028,12.25,316.11,117.86,1.159,2.17,2.14,5536,0,239,,,19.80
2503293,"503293 (2016 AA9)",1.697,0.2426,7.01,275.04,115.48,1.286,2.11,2.21,4072,0,287,,,19.20
2503861,"503861 (1998 WZ1)",2.163,0.5569,4.31,344.84,137.42,0.958,3.37,3.18,7121,0,116,,,19.84
2503865,"503865 (1999 VM11)",1.595,0.2790,17.05,218.01,206.40,1.150,2.04,2.01,6560,1,52,,,20.70
2503871,"503871 (2000 SL)",1.54,0.3948,38.35,207.74,70.22,0.932,2.15,1.91,7861,0,308,,,18.21
2503880,"503880 (2000 YJ29)",1.959,0.8319,43.68,266.15,327.80,0.329,3.59,2.74,6993,0,160,,,17.93
2503892,"503892 (2001 UF18)",1.141,0.6095,31.26,45.98,202.58,0.446,1.84,1.22,5867,0,92,,,19.10
2503911,"503911 (2002 FD6)",1.233,0.3419,10.07,15.17,256.89,0.811,1.65,1.37,5694,0,600,4,2,22.30
2503941,"503941 (2003 UV11)",1.454,0.7631,5.93,31.84,124.87,0.344,2.56,1.75,7689,0,884,8,6,19.50
2503960,"503960 (2004 QF1)",1.051,0.2906,17.83,332.92,174.06,0.746,1.36,1.08,6130,0,927,,,18.28
2503966,"503966 (2004 RX109)",2.21,0.8114,29.04,200.59,37.30,0.417,4.00,3.29,4806,0,113,,,18.10
2504025,"504025 (2005 RQ6)",2.507,0.5497,12.46,36.13,5.46,1.129,3.89,3.97,6007,0,725,,,19.00
2504033,"504033 (2005 UN157)",2.516,0.8560,44.48,21.64,210.01,0.362,4.67,3.99,5841,0,91,,,18.27
2504034,"504034 (2005 UJ159)",3.341,0.8316,35.49,80.65,95.51,0.563,6.12,6.11,4589,0,225,,,17.60
2504074,"504074 (2006 AD)",1.048,0.4899,54.99,120.37,87.28,0.535,1.56,1.07,5957,0,213,,,16.72
2504181,"504181 (2006 TC)",1.538,0.9118,19.61,152.09,61.19,0.136,2.94,1.91,4043,1,57,,,18.70
2504256,"504256 (2006 VD13)",1.948,0.4842,11.72,313.98,162.88,1.004,2.89,2.72,6528,0,469,,,18.90
2504392,"504392 (2007 VO243)",1.843,0.4008,9.62,95.90,230.63,1.104,2.58,2.5,3693,0,111,,,19.50
2504505,"504505 (2008 MH1)",2.708,0.5763,7.73,303.38,15.59,1.147,4.27,4.46,4668,0,575,,,18.30
2504680,"504680 (2009 EO2)",1.712,0.4806,11.48,264.65,220.61,0.889,2.53,2.24,3213,0,179,,,19.80
2504711,"504711 (2009 SP171)",1.356,0.3560,25.62,223.10,285.20,0.873,1.84,1.58,4887,0,273,,,19.28
2504800,"504800 (2010 CO1)",1.013,0.2178,24.02,351.57,252.68,0.792,1.23,1.02,3568,1,131,,,21.90
2504827,"504827 (2010 KZ117)",2.269,0.5124,33.17,314.18,321.35,1.106,3.43,3.42,2722,0,106,,,19.10
2504887,"504887 (2010 WL)",2.312,0.5357,22.85,266.26,129.74,1.073,3.55,3.51,5142,0,342,,,19.80
2504928,"504928 (2011 CO2)",2.268,0.4523,32.44,104.08,352.89,1.242,3.29,3.41,2659,0,203,,,18.40
2504994,"504994 (2011 JU2)",2.014,0.4607,56.10,47.22,301.30,1.086,2.94,2.86,2370,0,106,,,18.40
2505019,"505019 (2011 QH21)",1.308,0.2335,22.84,241.29,269.40,1.002,1.61,1.5,3423,0,86,,,18.89
2505093,"505093 (2011 VQ5)",2.061,0.4375,7.20,30.29,89.60,1.159,2.96,2.96,3442,0,435,,,20.25
2505169,"505169 (2012 SQ56)",2.995,0.5674,29.49,36.31,29.99,1.295,4.69,5.18,1943,0,193,,,17.70
2505178,"505178 (2012 TV78)",1.817,0.5488,7.47,251.85,244.82,0.820,2.81,2.45,5745,0,325,,,19.40
2505657,"505657 (2014 SR339)",1.3,0.3038,29.80,138.76,299.62,0.905,1.69,1.48,2445,0,779,5,1,18.54
2505667,"505667 (2014 UV33)",2.015,0.4139,8.86,115.69,335.30,1.181,2.85,2.86,8505,0,642,,,17.85
2506074,"506074 (2015 UM67)",1.558,0.6871,6.01,150.07,132.24,0.487,2.63,1.94,2228,0,390,,,18.95
2506425,"506425 (2000 DQ110)",3.359,0.6297,58.27,347.82,95.44,1.244,5.47,6.16,6477,0,319,,,16.60
2506437,"506437 (2000 WL10)",3.138,0.7179,10.26,252.03,115.24,0.885,5.39,5.56,12516,0,294,,,18.00
2506459,"506459 (2002 AL14)",1.038,0.1262,23.00,128.51,226.07,0.907,1.17,1.06,13589,0,2015,,,17.91
2506491,"506491 (2003 UW29)",1.17,0.8384,3.76,196.52,55.22,0.189,2.15,1.26,6179,0,90,,,20.60
2506590,"506590 (2005 XB1)",1.131,0.4187,8.71,73.33,232.93,0.658,1.61,1.2,5956,0,124,,,22.00
2506732,"506732 (2006 VW2)",1.236,0.2947,10.05,229.78,299.66,0.872,1.60,1.37,5475,0,153,,,21.25
2506779,"506779 (2006 YY2)",1.993,0.4059,31.44,105.15,68.50,1.184,2.80,2.81,5342,0,331,,,17.72
2506859,"506859 (2007 VW137)",2.229,0.7391,5.94,299.66,245.07,0.581,3.88,3.33,3931,0,230,,,18.21
2506951,"506951 (2008 KV28)",1.704,0.3889,21.06,226.94,116.72,1.041,2.37,2.22,3465,0,64,,,20.65
2507355,"507355 (2011 VV5)",1.308,0.6927,25.31,277.37,7.13,0.402,2.21,1.5,3334,0,109,,,19.13
2507366,"507366 (2011 XO3)",3.235,0.6623,23.89,321.29,209.82,1.092,5.38,5.82,2356,0,444,,,16.80
2507422,"507422 (2012 QB17)",1.859,0.3690,5.75,232.53,147.49,1.173,2.55,2.54,1902,0,425,,,20.10
2507716,"507716 (2013 UP8)",2.539,0.6175,47.76,55.16,187.36,0.971,4.11,4.04,2901,0,139,,,16.39
2507847,"507847 (2014 GM1)",2.522,0.5291,7.46,48.18,75.82,1.188,3.86,4.01,7270,0,119,,,17.39
2508767,"508767 (1993 BD2)",2.122,0.3944,25.52,96.80,65.69,1.285,2.96,3.09,10374,0,399,,,18.30
2508772,"508772 (1998 WP7)",1.225,0.4328,21.97,230.74,65.47,0.695,1.76,1.36,8406,0,189,,,19.88
2508774,"508774 (1999 JE1)",1.323,0.7018,20.91,53.07,302.72,0.395,2.25,1.52,7941,0,161,,,19.75
2508786,"508786 (2000 BL19)",2.742,0.6361,14.62,311.53,244.55,0.998,4.49,4.54,6711,0,195,,,19.90
2508796,"508796 (2000 KN44)",2.721,0.5612,26.28,75.14,97.65,1.194,4.25,4.49,6589,0,168,,,18.50
2508861,"508861 (2002 RN38)",3.816,0.6733,4.16,296.14,118.63,1.247,6.39,7.45,5686,0,216,,,17.30
2508871,"508871 (2003 CN17)",1.846,0.5184,32.07,330.83,265.59,0.889,2.80,2.51,5693,0,230,,,18.90
2508905,"508905 (2003 WX87)",2.303,0.4911,13.03,98.47,324.74,1.172,3.43,3.5,6119,0,112,,,18.12
2508908,"508908 (2003 YX1)",0.8798,0.2670,5.76,89.65,223.19,0.645,1.11,0.825,5149,0,338,,,20.90
2508912,"508912 (2004 BB)",1.983,0.5180,24.49,129.48,57.98,0.956,3.01,2.79,5151,0,235,,,19.50
2508918,"508918 (2004 BG86)",1.352,0.6132,36.17,146.66,123.40,0.523,2.18,1.57,5104,0,90,,,19.20
2508967,"508967 (2004 VC17)",1.896,0.8108,20.40,229.19,65.17,0.359,3.43,2.61,4813,0,396,,,18.40
2508997,"508997 (2005 FL4)",2.651,0.7210,28.43,66.78,176.86,0.740,4.56,4.32,6090,0,104,,,16.96
2509073,"509073 (2005 UM5)",1.211,0.5523,3.22,84.89,170.60,0.542,1.88,1.33,5862,0,79,,,20.76
2509102,"509102 (2005 VB7)",1.802,0.3478,32.57,241.45,212.38,1.175,2.43,2.42,4448,0,77,,,19.60
2509191,"509191 (2006 OC5)",2.402,0.6519,4.75,149.13,245.72,0.836,3.97,3.72,4211,0,205,,,19.20
2509192,"509192 (2006 OD7)",1.335,0.1663,30.33,127.67,197.33,1.113,1.56,1.54,5311,0,234,,,19.39
2509352,"509352 (2007 AG)",0.7206,0.3741,11.95,283.23,5.71,0.451,0.99,0.612,4037,0,252,6,1,20.10
2509353,"509353 (2007 AT2)",1.693,0.3758,13.63,294.08,215.75,1.057,2.33,2.2,4725,0,399,,,19.61
2509456,"509456 (2007 LF)",1.682,0.4199,6.99,239.44,333.74,0.976,2.39,2.18,4108,0,325,,,20.50
2509505,"509505 (2007 VL8)",0.9359,0.3593,9.34,62.34,194.71,0.600,1.27,0.905,4098,0,94,,,21.20
2509520,"509520 (2007 WB)",1.669,0.7095,13.73,83.06,203.76,0.485,2.85,2.16,5787,0,109,,,18.91
2509523,"509523 (2007 XP3)",2.245,0.8872,13.15,94.77,214.24,0.253,4.24,3.36,3703,0,103,,,19.30
2509569,"509569 (2008 CJ70)",1.406,0.1518,17.34,145.66,69.95,1.192,1.62,1.67,5544,0,110,,,21.10
2509821,"509821 (2008 WQ63)",1.733,0.6078,0.92,317.29,228.81,0.680,2.79,2.28,5865,0,201,,,20.10
2509935,"509935 (2009 QL8)",1.931,0.5408,4.24,84.48,339.64,0.887,2.97,2.68,3574,0,266,0,1,19.40
2510055,"510055 (2010 FH81)",1.226,0.2104,16.79,84.62,158.26,0.968,1.48,1.36,4265,0,90,,,21.57
2510073,"510073 (2010 JF88)",2.234,0.6582,17.31,115.66,212.12,0.763,3.70,3.34,3876,0,243,,,18.60
2510160,"510160 (2010 XO56)",1.117,0.1117,40.57,272.82,252.79,0.992,1.24,1.18,2593,0,105,,,20.10
2510190,"510190 (2011 CX7)",1.299,0.3227,10.53,107.03,194.50,0.880,1.72,1.48,3592,0,84,,,20.62
2510238,"510238 (2011 FC29)",1.121,0.4409,6.69,21.78,358.01,0.627,1.62,1.19,2566,0,71,,,20.70
2510262,"510262 (2011 HJ61)",1.484,0.4176,21.08,216.04,191.02,0.864,2.10,1.81,4017,0,142,,,19.28
2510529,"510529 (2012 EY11)",1.148,0.1507,9.02,167.60,238.90,0.975,1.32,1.23,7710,0,108,,,21.70
2511002,"511002 (2013 MZ5)",1.553,0.1766,29.15,93.50,274.16,1.278,1.83,1.93,3155,0,90,,,20.11
2511008,"511008 (2013 PX6)",2.597,0.6512,13.66,187.40,229.65,0.906,4.29,4.18,2998,0,442,,,18.50
2511064,"511064 (2013 TH5)",2.607,0.5808,24.91,271.18,107.47,1.093,4.12,4.21,7693,0,209,,,17.60
2511137,"511137 (2013 XM24)",1.667,0.4248,38.35,99.46,118.20,0.959,2.38,2.15,1464,1,237,1,1,19.00
2511243,"511243 (2014 BS32)",1.576,0.2169,11.65,334.96,271.25,1.234,1.92,1.98,4395,1,309,,,18.93
2511520,"511520 (2014 QW296)",2.001,0.3528,9.77,88.65,303.93,1.295,2.71,2.83,14852,0,208,,,18.75
2511523,"511523 (2014 QS439)",1.632,0.3651,11.45,87.50,134.80,1.036,2.23,2.09,2765,0,286,,,19.39
2511600,"511600 (2015 AZ245)",1.857,0.7327,68.91,252.30,357.92,0.496,3.22,2.53,2559,1,63,,,17.07
2511684,"511684 (2015 BN509)",1.007,0.5683,4.15,120.11,143.19,0.435,1.58,1.01,5924,0,564,5,2,20.81
2511777,"511777 (2015 EZ)",1.365,0.2837,13.22,185.43,65.12,0.978,1.75,1.59,4834,0,587,,,20.30
2511808,"511808 (2015 FH120)",2.038,0.6097,11.09,71.44,15.44,0.796,3.28,2.91,2236,0,321,,,18.65
2512234,"512234 (2015 VO66)",0.9522,0.5999,14.02,64.47,219.30,0.381,1.52,0.929,1873,1,318,,,20.50
2512242,"512242 (2015 XZ261)",1.598,0.3138,31.45,84.63,203.46,1.096,2.10,2.02,7322,1,138,,,18.38
2512244,"512244 (2015 YE18)",1.037,0.5410,31.03,256.72,80.59,0.476,1.60,1.06,2243,1,253,,,17.83
2512245,"512245 (2016 AU8)",0.9822,0.2000,9.18,302.98,21.52,0.786,1.18,0.973,3324,0,811,,,19.82
2513125,"513125 (1997 GC32)",2.032,0.6533,5.92,177.21,150.17,0.704,3.36,2.9,8680,0,329,,,18.41
2513126,"513126 (1998 QP)",1.785,0.5825,9.35,326.46,78.41,0.745,2.83,2.39,7128,0,257,,,21.20
2513138,"513138 (2002 CY58)",1.366,0.3845,8.29,341.57,39.99,0.841,1.89,1.6,5876,0,65,,,20.90
2513163,"513163 (2003 YT124)",2.322,0.4768,5.48,326.47,118.53,1.215,3.43,3.54,5041,0,58,,,20.60
2513165,"513165 (2004 CK39)",2.291,0.8317,12.24,355.89,268.75,0.386,4.20,3.47,6497,0,203,,,18.96
2513170,"513170 (2004 KH15)",0.9611,0.1702,35.07,78.09,350.06,0.798,1.12,0.942,6197,0,105,,,20.24
2513171,"513171 (2004 MD6)",0.9508,0.5631,29.32,263.85,231.45,0.415,1.49,0.927,5954,0,174,,,20.40
2513181,"513181 (2005 BS27)",1.117,0.3854,16.70,324.14,48.79,0.686,1.55,1.18,4771,0,133,,,20.30
2513182,"513182 (2005 CV38)",1.891,0.4367,11.87,146.44,62.82,1.065,2.72,2.6,4899,0,149,,,20.20
2513312,"513312 (2007 DM41)",1.181,0.5276,2.26,1.73,274.46,0.558,1.80,1.28,3918,0,212,,,22.00
2513358,"513358 (2008 CA5)",1.868,0.5949,25.02,331.45,273.02,0.757,2.98,2.55,3895,0,92,,,19.80
2513472,"513472 (2009 CS5)",1.474,0.6569,30.10,320.49,316.68,0.506,2.44,1.79,3281,0,79,,,19.40
2513489,"513489 (2009 EV)",1.728,0.5235,17.00,138.57,250.23,0.824,2.63,2.27,3511,0,127,,,20.00
2513497,"513497 (2009 HB82)",2.759,0.5989,10.98,316.69,301.54,1.107,4.41,4.58,3393,0,245,,,17.69
2513529,"513529 (2010 CR1)",1.372,0.7335,25.76,313.00,70.68,0.366,2.38,1.61,6992,0,93,,,18.50
2513550,"513550 (2010 NG3)",2.605,0.5671,26.95,64.10,194.41,1.128,4.08,4.2,15273,0,348,,,17.20
2513572,"513572 (2010 VX39)",1.793,0.4219,11.31,77.14,15.35,1.037,2.55,2.4,2648,0,98,,,19.10
2513711,"513711 (2012 PC20)",1.328,0.1841,14.41,330.16,290.21,1.083,1.57,1.53,4107,0,139,,,21.30
2513776,"513776 (2013 AA2)",2.862,0.5468,6.86,155.63,259.61,1.297,4.43,4.84,3860,1,94,,,18.20
2513916,"513916 (2014 AR46)",1.641,0.2102,22.04,288.71,284.05,1.296,1.99,2.1,1525,1,107,,,19.20
2514041,"514041 (2014 MQ18)",2.9,0.5992,35.08,347.28,332.98,1.162,4.64,4.94,6170,0,151,,,15.68
2514150,"514150 (2015 KJ57)",1.559,0.4041,2.63,14.40,336.44,0.929,2.19,1.95,994,0,164,,,21.40
